Suburb,Address,Rooms,Type,Price,Date,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Regionname
Malvern,30 Warner St,3,h,2020000.0,12/08/2017,5.9,3.0,2.0,2.0,400.0,216.0,2007.0,-37.85183,145.03863,Southern Metropolitan
Malvern East,431 Wattletree Rd,3,h,2500000.0,12/08/2017,8.4,3.0,3.0,3.0,1011.0,206.0,1925.0,-37.8652,145.05248,Southern Metropolitan
Malvern East,641 Waverley Rd,3,h,2500000.0,12/08/2017,8.4,3.0,1.0,2.0,1128.0,110.0,1950.0,-37.87923,145.08955,Southern Metropolitan
Maribyrnong,13 Cedar Dr,3,h,1200000.0,12/08/2017,4.3,3.0,2.0,2.0,352.0,204.0,1997.0,-37.77413,144.87533,Western Metropolitan
Maribyrnong,2/10 Pridham St,3,t,940000.0,12/08/2017,4.3,3.0,2.0,2.0,366.0,183.84,2012.0,-37.7816,144.88998999999995,Western Metropolitan
Maribyrnong,504/44 Skyline Dr,2,u,,12/08/2017,4.3,2.0,1.0,1.0,0.0,69.0,2012.0,-37.78528,144.89442,Western Metropolitan
McKinnon,41 McKinnon Rd,2,h,1200000.0,12/08/2017,11.4,2.0,1.0,2.0,397.0,96.0,1940.0,-37.90978,145.02937,Southern Metropolitan
Melton West,7 Haywood Gr,4,h,600000.0,12/08/2017,31.7,4.0,2.0,2.0,935.0,210.0,2005.0,-37.68503,144.54237,Northern Victoria
Mentone,5 Napier St,4,h,2025000.0,12/08/2017,20.0,4.0,2.0,2.0,408.0,274.0,2010.0,-37.98707,145.0609,South-Eastern Metropolitan
Mernda,4 Vasari Gdns,4,h,630000.0,12/08/2017,25.9,4.0,2.0,2.0,475.0,220.0,2012.0,-37.606,145.08785,Northern Metropolitan
Montmorency,31 Airlie Rd,2,h,,12/08/2017,16.2,2.0,1.0,0.0,534.0,118.0,1940.0,-37.72269,145.11697,Eastern Metropolitan
Moonee Ponds,39 Taylor St,3,h,1225000.0,12/08/2017,6.2,3.0,2.0,2.0,674.0,141.0,1920.0,-37.76389,144.9185,Western Metropolitan
Mordialloc,8 Ashmore Av,4,h,1800000.0,12/08/2017,21.5,4.0,2.0,2.0,656.0,303.0,1950.0,-38.00119,145.08588999999995,South-Eastern Metropolitan
Mount Waverley,15 Toirram Rd,4,h,,12/08/2017,14.2,4.0,3.0,2.0,708.0,252.0,1975.0,-37.8817,145.12193,Eastern Metropolitan
Mount Waverley,44 William St,5,h,2558000.0,12/08/2017,14.2,5.0,5.0,2.0,667.0,431.0,2015.0,-37.88007,145.12328,Eastern Metropolitan
Newport,5/13 Liley St,3,t,730000.0,12/08/2017,6.2,3.0,2.0,2.0,200.0,126.7,2005.0,-37.85134,144.88636,Western Metropolitan
Niddrie,45 Muriel St,3,h,1230000.0,12/08/2017,10.4,3.0,2.0,1.0,324.0,207.0,2016.0,-37.7431,144.88722,Western Metropolitan
North Melbourne,16/19 Wood St,2,u,,12/08/2017,1.8,2.0,1.0,1.0,1950.0,72.0,1960.0,-37.79755,144.94544,Northern Metropolitan
Nunawading,8 Tasman Av,3,h,,12/08/2017,15.4,3.0,1.0,1.0,585.0,108.0,1970.0,-37.80658,145.17354,Eastern Metropolitan
Oakleigh South,3/6 Reid St,2,u,601000.0,12/08/2017,15.5,2.0,1.0,1.0,0.0,62.0,1980.0,-37.91061,145.0862,South-Eastern Metropolitan
Ormond,13 Dalmor Av,4,h,,12/08/2017,11.4,4.0,3.0,2.0,664.0,287.0,1910.0,-37.90228,145.03831,Southern Metropolitan
Ormond,22/30 Lillimur Rd,1,u,370000.0,12/08/2017,11.4,1.0,1.0,1.0,2029.0,54.0,2009.0,-37.90143,145.04183999999995,Southern Metropolitan
Pascoe Vale,1/22 Archibald St,3,t,900000.0,12/08/2017,8.5,3.0,2.0,1.0,0.0,149.0,2014.0,-37.72882,144.93301,Northern Metropolitan
Pascoe Vale,2/566 Pascoe Vale Rd,1,u,257500.0,12/08/2017,8.5,1.0,1.0,1.0,0.0,35.0,1970.0,-37.7237,144.92231999999996,Northern Metropolitan
Pascoe Vale,4/566 Pascoe Vale Rd,1,u,257500.0,12/08/2017,8.5,1.0,1.0,1.0,995.0,35.0,1970.0,-37.7237,144.92231999999996,Northern Metropolitan
Pascoe Vale,17 Valerie St,3,h,1114000.0,12/08/2017,8.5,3.0,2.0,2.0,256.0,190.0,2017.0,-37.72034,144.93788,Northern Metropolitan
Point Cook,4 Hewett Dr,3,h,520000.0,12/08/2017,14.7,3.0,2.0,2.0,312.0,185.0,2014.0,-37.89273,144.72558999999995,Western Metropolitan
Port Melbourne,305/38 Nott St,2,u,760000.0,12/08/2017,3.5,2.0,2.0,1.0,0.0,77.0,2013.0,-37.84158,144.93809,Southern Metropolitan
Prahran,19 Airlie Av,4,h,2635000.0,12/08/2017,4.6,4.0,2.0,2.0,401.0,154.0,1910.0,-37.85565,145.00839,Southern Metropolitan
Prahran,95 Chomley St,2,h,1250000.0,12/08/2017,4.6,2.0,1.0,0.0,192.0,100.0,1910.0,-37.85562,145.00571000000005,Southern Metropolitan
Prahran,4/24 Grandview Gr,1,u,400000.0,12/08/2017,4.6,1.0,1.0,2.0,0.0,50.0,1960.0,-37.85126,145.00832,Southern Metropolitan
Prahran,2/43 Grandview Gr,2,u,,12/08/2017,4.6,2.0,1.0,1.0,1786.0,74.0,1970.0,-37.84991,145.00799999999995,Southern Metropolitan
Prahran,8 Linden Ct,4,h,4200000.0,12/08/2017,4.6,4.0,2.0,2.0,787.0,275.0,1930.0,-37.85768,145.00253999999995,Southern Metropolitan
Prahran,20/20 St Edmonds Rd,2,u,626000.0,12/08/2017,4.6,2.0,1.0,2.0,0.0,78.0,2000.0,-37.85059,144.99188,Southern Metropolitan
Preston,66 McNamara St,4,h,1148000.0,12/08/2017,8.4,4.0,1.0,2.0,552.0,140.0,1940.0,-37.72879,144.98538,Northern Metropolitan
Reservoir,13 Clinnick St,3,h,935000.0,12/08/2017,12.0,3.0,1.0,2.0,529.0,99.0,1960.0,-37.72017,144.99873,Northern Metropolitan
Reservoir,22 Dyson St,3,h,510000.0,12/08/2017,12.0,3.0,2.0,2.0,292.0,119.0,1950.0,-37.71331,144.9871,Northern Metropolitan
Reservoir,13 Nutwood St,4,h,755000.0,12/08/2017,12.0,4.0,2.0,2.0,479.0,157.0,1995.0,-37.70952,145.033,Northern Metropolitan
Reservoir,52 Powell St,4,h,1200000.0,12/08/2017,12.0,4.0,2.0,2.0,499.0,260.0,1940.0,-37.72614,144.99892,Northern Metropolitan
Richmond,344 Highett St,3,h,,12/08/2017,2.4,3.0,3.0,1.0,195.0,157.85,2009.0,-37.81687,145.00652,Northern Metropolitan
Richmond,8 Rogers St,3,h,,12/08/2017,2.4,3.0,1.0,2.0,284.0,94.0,1890.0,-37.82133,144.99299,Northern Metropolitan
Richmond,209/28 Tanner St,1,t,,12/08/2017,2.4,1.0,1.0,1.0,1997.0,64.0,1920.0,-37.82324000000001,144.99174,Northern Metropolitan
Ringwood,6A Heather Gr,3,h,800000.0,12/08/2017,19.9,3.0,2.0,1.0,461.0,133.0,2005.0,-37.82536,145.22228,Eastern Metropolitan
Rosanna,7 Pilgrim Ct,5,h,1170000.0,12/08/2017,8.9,5.0,3.0,3.0,694.0,210.0,1975.0,-37.73968,145.07973,Eastern Metropolitan
Rosanna,53 Stanton Cr,4,h,,12/08/2017,8.9,4.0,2.0,2.0,666.0,169.0,1970.0,-37.73109,145.0696,Eastern Metropolitan
Scoresby,5 Drysdale Ct,3,h,870000.0,12/08/2017,22.2,3.0,2.0,2.0,590.0,151.0,1981.0,-37.89628,145.22294,Eastern Metropolitan
South Kingsville,84 Kernot St,4,h,,12/08/2017,6.2,4.0,3.0,3.0,335.0,213.0,2010.0,-37.83288,144.87211000000005,Western Metropolitan
South Melbourne,426 Dorcas St,4,h,1800000.0,12/08/2017,1.9,4.0,3.0,1.0,153.0,93.0,1900.0,-37.83591,144.94963,Southern Metropolitan
South Melbourne,390 Park St,4,h,,12/08/2017,1.9,4.0,2.0,0.0,178.0,174.0,1890.0,-37.83697,144.95479,Southern Metropolitan
South Morang,60 Tuross Cr,4,h,,12/08/2017,20.5,4.0,2.0,2.0,451.0,214.0,2009.0,-37.63462,145.09186,Northern Metropolitan
South Morang,15 Vincent Dr,4,h,485000.0,12/08/2017,20.5,4.0,2.0,2.0,196.0,163.0,2008.0,-37.63873,145.07805,Northern Metropolitan
South Yarra,2/1 Alexandra Av,2,u,1350000.0,12/08/2017,2.7,2.0,2.0,1.0,0.0,109.0,1930.0,-37.82863,144.98514,Southern Metropolitan
South Yarra,10/20 Cromwell Rd,1,u,410000.0,12/08/2017,2.7,1.0,1.0,1.0,0.0,50.0,1960.0,-37.8446,145.00018,Southern Metropolitan
Southbank,906/102 Wells St,2,u,,12/08/2017,0.7,2.0,2.0,1.0,0.0,97.0,1994.0,-37.82796,144.96832,Southern Metropolitan
St Kilda,12/14 Chapel St,2,u,701000.0,12/08/2017,5.0,2.0,1.0,0.0,0.0,107.0,1950.0,-37.86257,144.99161,Southern Metropolitan
St Kilda,48 Greeves St,4,h,1600000.0,12/08/2017,5.0,4.0,2.0,3.0,613.0,160.0,1910.0,-37.86667,144.98324,Southern Metropolitan
Strathmore,78 Bulla Rd,7,h,2000000.0,12/08/2017,8.2,7.0,3.0,4.0,608.0,355.0,1999.0,-37.73681,144.90587,Western Metropolitan
Strathmore,5 Kilburn St,4,h,1610000.0,12/08/2017,8.2,4.0,3.0,2.0,861.0,274.0,1955.0,-37.73154,144.92243,Western Metropolitan
Sunshine,75 Duke St,3,h,700000.0,12/08/2017,10.5,3.0,2.0,1.0,485.0,130.0,1950.0,-37.78703,144.84569,Western Metropolitan
Sunshine,80 Wright St,2,h,615000.0,12/08/2017,10.5,2.0,1.0,0.0,418.0,94.0,1940.0,-37.79595,144.83206,Western Metropolitan
Surrey Hills,37 Newton St,5,h,2400000.0,12/08/2017,10.2,5.0,3.0,2.0,593.0,309.0,2016.0,-37.83199000000001,145.10877,Southern Metropolitan
Tarneit,37 Tyler Cr,4,h,505000.0,12/08/2017,18.4,4.0,2.0,2.0,498.0,167.0,2010.0,-37.84267,144.65407,Western Metropolitan
Tarneit,4 Welford St,4,h,560000.0,12/08/2017,18.4,4.0,2.0,2.0,452.0,159.0,2009.0,-37.83851,144.6887,Western Metropolitan
Templestowe,67 Hawtin St,4,h,1205000.0,12/08/2017,15.5,4.0,2.0,2.0,646.0,167.0,1980.0,-37.75807,145.13478,Eastern Metropolitan
Templestowe,270 Serpells Rd,5,h,1750000.0,12/08/2017,15.5,5.0,3.0,2.0,787.0,334.0,1990.0,-37.76873,145.15894,Eastern Metropolitan
Templestowe Lower,53 Fyfe Dr,5,h,1410000.0,12/08/2017,12.4,5.0,2.0,2.0,648.0,250.0,1975.0,-37.77033,145.1214,Eastern Metropolitan
Thomastown,5 Natalie Ct,3,h,670000.0,12/08/2017,15.3,3.0,2.0,2.0,541.0,121.0,1980.0,-37.67231,145.00556,Northern Metropolitan
Toorak,3/716 Orrong Rd,3,u,1860000.0,12/08/2017,4.1,3.0,2.0,2.0,0.0,176.0,1930.0,-37.8404,145.01425,Southern Metropolitan
Toorak,6/14 Woorigoleen Rd,3,u,1350000.0,12/08/2017,4.1,3.0,2.0,1.0,187.0,133.0,1940.0,-37.84297,145.01819,Southern Metropolitan
Vermont,2/3 Kingsclere St,2,u,,12/08/2017,17.2,2.0,1.0,1.0,155.0,90.0,2011.0,-37.83834,145.19676,Eastern Metropolitan
Vermont,11 Manhattan Sq,4,h,980000.0,12/08/2017,17.2,4.0,2.0,0.0,539.0,192.0,1978.0,-37.83459000000001,145.21264,Eastern Metropolitan
Werribee,3 Argyle Cr,4,h,455000.0,12/08/2017,14.7,4.0,1.0,4.0,534.0,101.0,1983.0,-37.88496,144.66332,Western Metropolitan
Werribee,24 Swallow St,3,h,455000.0,12/08/2017,14.7,3.0,1.0,1.0,610.0,125.0,1980.0,-37.88632,144.67582,Western Metropolitan
West Footscray,18 Molesworth Ct,4,h,1276000.0,12/08/2017,6.4,4.0,2.0,1.0,323.0,130.0,1945.0,-37.79429,144.87412,Western Metropolitan
Wheelers Hill,4 Bowden Ct,4,h,,12/08/2017,16.7,4.0,2.0,2.0,820.0,168.0,1977.0,-37.90223,145.17931000000004,South-Eastern Metropolitan
Wheelers Hill,3 Jensen Ct,4,h,1157000.0,12/08/2017,16.7,4.0,2.0,2.0,752.0,162.0,1971.0,-37.91212,145.1793,South-Eastern Metropolitan
Wheelers Hill,19 Kooringa Cr,5,h,1100000.0,12/08/2017,16.7,5.0,2.0,2.0,672.0,237.0,1970.0,-37.91299,145.1767,South-Eastern Metropolitan
Wyndham Vale,6 Melliodora Ct,4,h,500000.0,12/08/2017,27.2,4.0,2.0,1.0,512.0,179.0,2005.0,-37.87959,144.60977,Western Metropolitan
Yarraville,1/23 Bena St,4,h,1142000.0,12/08/2017,6.3,4.0,3.0,2.0,234.0,176.0,2012.0,-37.81961,144.88132,Western Metropolitan
Yarraville,33A Severn St,2,h,780000.0,12/08/2017,6.3,2.0,1.0,1.0,178.0,84.0,2013.0,-37.81481,144.88013,Western Metropolitan
Altona,35 Lowe Av,4,h,935000.0,15/07/2017,11.0,4.0,2.0,2.0,629.0,180.0,1985.0,-37.86027,144.82073,Western Metropolitan
Altona,65 Sargood St,3,t,815000.0,15/07/2017,11.0,3.0,2.0,2.0,159.0,130.0,2014.0,-37.86472,144.82929,Western Metropolitan
Altona North,4/15 Stapley Cr,3,u,451500.0,15/07/2017,9.4,3.0,1.0,1.0,180.0,88.0,1965.0,-37.83648,144.86296000000004,Western Metropolitan
Ascot Vale,24/157 Epsom Rd,3,u,825000.0,15/07/2017,4.3,3.0,2.0,2.0,,164.0,2005.0,-37.78258,144.91693999999995,Western Metropolitan
Ascot Vale,2/25 Harold St,2,u,425500.0,15/07/2017,4.3,2.0,1.0,1.0,1727.0,82.0,1960.0,-37.77341,144.9013,Western Metropolitan
Ascot Vale,37 Roxburgh St,3,h,1306000.0,15/07/2017,4.3,3.0,1.0,0.0,199.0,126.0,1900.0,-37.77561,144.91695,Western Metropolitan
Ashwood,10 Kiewa St,3,h,1420000.0,15/07/2017,10.2,3.0,1.0,1.0,726.0,130.0,1965.0,-37.86173,145.11074,Southern Metropolitan
Aspendale,5/148 Nepean Hwy,3,t,805000.0,15/07/2017,21.5,3.0,2.0,2.0,0.0,164.0,2006.0,-38.02768,145.10187,South-Eastern Metropolitan
Avondale Heights,9 Thompson St,4,h,934000.0,15/07/2017,9.5,4.0,2.0,1.0,581.0,163.0,1975.0,-37.76421,144.85594,Western Metropolitan
Balwyn,92 Winmalee Rd,3,h,2330000.0,15/07/2017,7.9,3.0,2.0,4.0,656.0,210.0,1970.0,-37.8079,145.09162,Southern Metropolitan
Bayswater North,30 Dunlop Av,3,h,,15/07/2017,23.2,3.0,1.0,1.0,440.0,105.0,1978.0,-37.81688,145.26821,Eastern Metropolitan
Bayswater North,17 Kalawar Av,3,h,762000.0,15/07/2017,23.2,3.0,2.0,2.0,792.0,148.0,1980.0,-37.82809,145.29287,Eastern Metropolitan
Blackburn,17 Hirst St,3,h,1070000.0,15/07/2017,13.4,3.0,1.0,2.0,448.0,96.0,1950.0,-37.82956,145.13868,Eastern Metropolitan
Blackburn North,1 Gay St,4,h,,15/07/2017,13.4,4.0,2.0,2.0,617.0,155.4,1950.0,-37.80807,145.15732,Eastern Metropolitan
Blackburn North,1/108 Surrey Rd,2,u,706000.0,15/07/2017,13.4,2.0,1.0,1.0,305.0,305.0,1940.0,-37.80906,145.15787,Eastern Metropolitan
Boronia,3 Devenish Rd,3,h,785000.0,15/07/2017,25.0,3.0,2.0,2.0,723.0,138.0,1980.0,-37.85284,145.26942,Eastern Metropolitan
Boronia,10 Hansen Rd,4,h,950000.0,15/07/2017,25.0,4.0,2.0,4.0,2033.0,255.0,1970.0,-37.86669000000001,145.29959,Eastern Metropolitan
Brighton,4 Baroona Ct,4,h,,15/07/2017,10.5,4.0,2.0,4.0,652.0,220.0,1985.0,-37.90005,144.99976999999996,Southern Metropolitan
Brighton,51 Bay St,4,h,2800000.0,15/07/2017,10.5,4.0,3.0,2.0,498.0,226.0,1900.0,-37.90396,144.99126,Southern Metropolitan
Brighton,37/18 Cochrane St,1,u,290000.0,15/07/2017,10.5,1.0,1.0,1.0,0.0,35.0,1960.0,-37.9041,144.9993,Southern Metropolitan
Brighton East,2/19 Beddoe Av,2,u,,15/07/2017,10.3,2.0,1.0,2.0,0.0,117.0,1975.0,-37.91032,145.0196,Southern Metropolitan
Broadmeadows,37 Gosford Cr,3,h,570500.0,15/07/2017,14.0,3.0,1.0,1.0,640.0,92.0,1965.0,-37.68187,144.92421000000004,Northern Metropolitan
Broadmeadows,125 Graham St,3,h,,15/07/2017,14.0,3.0,1.0,1.0,603.0,87.0,1960.0,-37.69121,144.92161000000004,Northern Metropolitan
Broadmeadows,37 Stanhope St,4,h,631000.0,15/07/2017,14.0,4.0,2.0,2.0,696.0,158.0,1960.0,-37.68584,144.9315,Northern Metropolitan
Brooklyn,1/42 Nolan Av,2,u,372100.0,15/07/2017,6.4,2.0,1.0,1.0,0.0,66.0,2000.0,-37.82212,144.84476999999995,Western Metropolitan
Brunswick,15 Hall St,4,h,1350000.0,15/07/2017,5.2,4.0,2.0,1.0,372.0,184.0,1920.0,-37.76166,144.95065,Northern Metropolitan
Brunswick East,2/111 Victoria St,2,t,702500.0,15/07/2017,4.0,2.0,2.0,1.0,65.0,78.0,2013.0,-37.76812,144.97413999999995,Northern Metropolitan
Brunswick West,10/3 Allard St,1,u,275000.0,15/07/2017,5.2,1.0,1.0,1.0,1388.0,36.0,1970.0,-37.7684,144.94214,Northern Metropolitan
Brunswick West,22 Henderson St,2,h,835000.0,15/07/2017,5.2,2.0,1.0,1.0,207.0,77.0,1950.0,-37.76221,144.94055,Northern Metropolitan
Brunswick West,3/312 Hope St,1,u,,15/07/2017,5.2,1.0,1.0,1.0,0.0,46.0,1960.0,-37.76138,144.9393,Northern Metropolitan
Brunswick West,8/80 Hopetoun Av,2,u,,15/07/2017,5.2,2.0,1.0,1.0,0.0,57.0,2014.0,-37.75201,144.9336,Northern Metropolitan
Brunswick West,3/4 Irvine Cr,2,u,,15/07/2017,5.2,2.0,1.0,1.0,0.0,61.0,1970.0,-37.75448,144.94929,Northern Metropolitan
Bulleen,35 Summit Dr,5,h,,15/07/2017,10.8,5.0,3.0,3.0,766.0,294.0,1970.0,-37.76669,145.08811,Eastern Metropolitan
Bundoora,27 Norfolk Cr,3,h,710000.0,15/07/2017,12.1,3.0,1.0,1.0,540.0,142.0,1968.0,-37.70636,145.05462,Northern Metropolitan
Burwood,23 Bronte Av,4,h,,15/07/2017,10.4,4.0,2.0,0.0,765.0,169.0,1950.0,-37.84767,145.12344,Southern Metropolitan
Carlton,78 Palmerston St,3,h,,15/07/2017,1.6,3.0,2.0,0.0,109.0,102.0,1870.0,-37.79628,144.97232,Northern Metropolitan
Carnegie,55 Tranmere Av,3,h,1840000.0,15/07/2017,10.1,3.0,2.0,1.0,483.0,171.0,1920.0,-37.89204,145.06086000000005,Southern Metropolitan
Carnegie,5/40 Woorayl St,2,u,430000.0,15/07/2017,10.1,2.0,1.0,1.0,2048.0,68.0,1960.0,-37.88642,145.05979,Southern Metropolitan
Carrum,20 Parkside Bvd,2,t,495000.0,15/07/2017,31.2,2.0,1.0,1.0,198.0,94.0,1980.0,-38.0796,145.13272,South-Eastern Metropolitan
Carrum Downs,10A William Rd,2,h,403500.0,15/07/2017,34.9,2.0,2.0,3.0,339.0,101.0,2009.0,-38.09665,145.17646000000005,South-Eastern Metropolitan
Caulfield North,4/7 Hudson St,1,u,361000.0,15/07/2017,7.8,1.0,1.0,1.0,60.0,53.0,1975.0,-37.87972,145.03351,Southern Metropolitan
Chadstone,1/3 Evans St,3,u,960000.0,15/07/2017,11.7,3.0,2.0,2.0,382.0,151.0,2000.0,-37.88304,145.0969,Southern Metropolitan
Clayton South,3/43 Main Rd,2,t,,15/07/2017,17.5,2.0,2.0,1.0,165.0,87.0,2015.0,-37.93632,145.12738000000004,South-Eastern Metropolitan
Coburg,19 Hall St,3,h,900000.0,15/07/2017,6.7,3.0,1.0,0.0,227.0,102.0,1920.0,-37.75296,144.95967,Northern Metropolitan
Collingwood,6/13 Alexander St,1,u,365000.0,15/07/2017,2.0,1.0,1.0,0.0,0.0,46.0,1960.0,-37.79597,144.99108,Northern Metropolitan
Craigieburn,28/60 Cradle Mountain Dr,2,t,310000.0,15/07/2017,20.6,2.0,1.0,1.0,38.0,114.0,2013.0,-37.57467000000001,144.92229,Northern Metropolitan
Craigieburn,26 Girraween Cr,3,h,,15/07/2017,20.6,3.0,2.0,1.0,312.0,137.0,2007.0,-37.58112,144.91885,Northern Metropolitan
Croydon,33 Jackson St,3,h,662000.0,15/07/2017,23.0,3.0,1.0,1.0,396.0,120.0,1950.0,-37.79486,145.28673999999995,Eastern Metropolitan
Dandenong North,86 Bellbrook Dr,4,h,,15/07/2017,24.7,4.0,2.0,4.0,752.0,184.0,1987.0,-37.95218,145.21702,South-Eastern Metropolitan
Dandenong North,11 Gloria Av,3,h,,15/07/2017,24.7,3.0,1.0,2.0,661.0,100.0,1975.0,-37.96809,145.21444,South-Eastern Metropolitan
Dandenong North,1 Maffra Ct,3,h,,15/07/2017,24.7,3.0,2.0,2.0,731.0,168.0,1980.0,-37.94198,145.21589,South-Eastern Metropolitan
Delahey,10 Alexander Cl,3,h,560000.0,15/07/2017,18.0,3.0,2.0,2.0,543.0,153.0,1995.0,-37.7143,144.77096,Western Metropolitan
Dingley Village,18 Albert Pl,3,t,802000.0,15/07/2017,22.2,3.0,2.0,2.0,251.0,185.0,1998.0,-37.98146,145.11715,South-Eastern Metropolitan
Dingley Village,29 Elliott Cr,3,h,800000.0,15/07/2017,22.2,3.0,2.0,4.0,801.0,150.0,1980.0,-37.98596,145.13187,South-Eastern Metropolitan
Dingley Village,5 Tarnook Ct,4,h,854000.0,15/07/2017,22.2,4.0,2.0,2.0,676.0,181.0,1975.0,-37.97936,145.13302,South-Eastern Metropolitan
Donvale,6/22 Powers St,3,t,920000.0,15/07/2017,16.1,3.0,2.0,2.0,239.0,187.0,2007.0,-37.77323,145.18029,Eastern Metropolitan
Donvale,14 Sturdee Rd,3,h,904000.0,15/07/2017,16.1,3.0,1.0,2.0,720.0,116.0,1960.0,-37.80349,145.19666,Eastern Metropolitan
Eaglemont,104 Studley Rd,3,h,1440000.0,15/07/2017,8.9,3.0,1.0,2.0,598.0,116.0,1955.0,-37.76093,145.056,Eastern Metropolitan
Eltham,38 Meruka Dr,4,h,1054000.0,15/07/2017,18.0,4.0,3.0,2.0,791.0,230.0,1974.0,-37.71296,145.13773,Eastern Metropolitan
Endeavour Hills,18 Struan Av,4,h,625000.0,15/07/2017,28.5,4.0,2.0,2.0,669.0,165.0,1980.0,-37.96466,145.27006,South-Eastern Metropolitan
Epping,1 Centurion Ct,3,h,600000.0,15/07/2017,19.6,3.0,1.0,2.0,524.0,155.0,1970.0,-37.64273,145.03751,Northern Metropolitan
Epping,40 Lyndarum Dr,3,h,630000.0,15/07/2017,19.6,3.0,2.0,2.0,388.0,127.0,2012.0,-37.62864,145.02265,Northern Metropolitan
Epping,4 Nuthall Wy,4,h,1012000.0,15/07/2017,19.6,4.0,3.0,3.0,631.0,355.0,2009.0,-37.6246,145.01686,Northern Metropolitan
Epping,1 Saddlers Ct,4,h,565000.0,15/07/2017,19.6,4.0,2.0,2.0,548.0,110.0,1985.0,-37.64386,145.04817,Northern Metropolitan
Essendon,10/10 Ardoch St,2,u,502500.0,15/07/2017,7.5,2.0,1.0,1.0,0.0,62.0,1980.0,-37.7494,144.92096,Western Metropolitan
Essendon West,384 Buckley St,3,h,1410000.0,15/07/2017,7.5,3.0,2.0,1.0,585.0,198.0,1950.0,-37.75374,144.88932,Western Metropolitan
Ferntree Gully,5 Bruce Cr,4,h,748888.0,15/07/2017,24.8,4.0,2.0,4.0,1014.0,280.0,1960.0,-37.88189000000001,145.29148,Eastern Metropolitan
Ferntree Gully,42 Bryden Dr,4,h,850000.0,15/07/2017,24.8,4.0,2.0,1.0,738.0,148.0,1985.0,-37.89863,145.26708,Eastern Metropolitan
Fitzroy,205/96 Charles St,1,u,490000.0,15/07/2017,2.1,1.0,1.0,1.0,0.0,57.0,2013.0,-37.80348,144.98256999999995,Northern Metropolitan
Footscray,5/248 Gordon St,2,u,395000.0,15/07/2017,5.1,2.0,1.0,1.0,0.0,73.0,1970.0,-37.79711,144.88825,Western Metropolitan
Footscray,27 Leander St,2,h,991000.0,15/07/2017,5.1,2.0,1.0,1.0,318.0,106.0,1910.0,-37.79529,144.88453,Western Metropolitan
Footscray,305/21 Moreland St,3,u,,15/07/2017,5.1,3.0,2.0,2.0,,103.0,2012.0,-37.8021,144.9075,Western Metropolitan
Forest Hill,35 Panorama Dr,4,h,945000.0,15/07/2017,15.4,4.0,2.0,2.0,294.0,194.0,2010.0,-37.85156,145.16923,Eastern Metropolitan
Forest Hill,52 Parkmore Rd,2,h,1020000.0,15/07/2017,15.4,2.0,1.0,1.0,581.0,116.4,1970.0,-37.84207,145.17795,Eastern Metropolitan
Frankston,12 Tantani St,3,h,506000.0,15/07/2017,38.0,3.0,1.0,4.0,578.0,123.0,1984.0,-38.13743,145.16702,South-Eastern Metropolitan
Frankston,50 Towerhill Rd,4,h,755000.0,15/07/2017,38.0,4.0,1.0,1.0,622.0,163.0,1960.0,-38.16146,145.12997,South-Eastern Metropolitan
Gisborne,1/12 Rodney St,3,h,426000.0,15/07/2017,45.9,3.0,1.0,1.0,412.0,103.0,1950.0,-37.49175,144.59565,Northern Victoria
Glen Iris,30 Bath Rd,5,h,,15/07/2017,7.3,5.0,2.0,4.0,988.0,235.0,1950.0,-37.85523,145.086,Southern Metropolitan
Glen Iris,3/14 Charles St,2,u,540000.0,15/07/2017,7.3,2.0,1.0,1.0,0.0,77.0,1960.0,-37.85145,145.09107,Southern Metropolitan
Glen Waverley,2/25 Fernhill St,2,u,960000.0,15/07/2017,16.7,2.0,1.0,1.0,229.0,101.0,1990.0,-37.87606,145.15951,Eastern Metropolitan
Glen Waverley,707 Waverley Rd,5,h,1116500.0,15/07/2017,16.7,5.0,2.0,2.0,701.0,182.85,1960.0,-37.88902,145.16678000000005,Eastern Metropolitan
Greensborough,1/111 Nepean St,2,u,585000.0,15/07/2017,16.1,2.0,1.0,1.0,240.0,79.0,1965.0,-37.71254,145.09705,Northern Metropolitan
Greensborough,13 Stowe Av,4,h,800000.0,15/07/2017,16.1,4.0,2.0,2.0,626.0,169.0,1960.0,-37.70859,145.10464,Northern Metropolitan
Greensborough,54 Warralong Av,3,h,896000.0,15/07/2017,16.1,3.0,2.0,1.0,653.0,130.0,1970.0,-37.71846,145.09689,Northern Metropolitan
Hawthorn,15/1 Muir St,3,u,1150000.0,15/07/2017,5.3,3.0,2.0,1.0,,119.0,2000.0,-37.81442,145.01531,Southern Metropolitan
Hawthorn,24/1 Muir St,3,h,1100000.0,15/07/2017,5.3,3.0,2.0,1.0,109.0,109.5,1999.0,-37.81442,145.01531,Southern Metropolitan
Hawthorn,2/73 Riversdale Rd,2,u,,15/07/2017,5.3,2.0,1.0,1.0,1204.0,76.0,1930.0,-37.82838,145.03252,Southern Metropolitan
Hawthorn East,7/1 Maraquita Gr,4,h,,15/07/2017,6.2,4.0,2.0,2.0,201.0,202.0,1999.0,-37.84597,145.04447,Southern Metropolitan
Heathmont,1/34 Campbell St,2,u,525000.0,15/07/2017,21.3,2.0,1.0,1.0,0.0,80.0,1980.0,-37.82118,145.24138,Eastern Metropolitan
