Suburb,Address,Rooms,Price,SellerG,Date,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname
Mill Park,46 Buckmaster Dr,3,775500.0,Harcourts,15/07/2017,17.9,3.0,1.0,4.0,840.0,125.0,1980.0,Whittlesea City Council,-37.66919,145.06798999999998,Northern Metropolitan
Mill Park,14 Malua Cr,3,726000.0,Love,15/07/2017,17.9,3.0,2.0,2.0,615.0,132.0,1982.0,Whittlesea City Council,-37.67519,145.06201000000001,Northern Metropolitan
Mill Park,6 Whernside Ct,4,710000.0,Ray,15/07/2017,17.9,4.0,1.0,2.0,666.0,123.0,1985.0,Whittlesea City Council,-37.67626,145.0659,Northern Metropolitan
Moonee Ponds,115 Eglinton St,4,1425000.0,Jellis,15/07/2017,6.2,4.0,2.0,2.0,388.0,151.0,1890.0,Moonee Valley City Council,-37.7685,144.91103,Western Metropolitan
Mount Waverley,46 Sesame St,5,2248000.0,Jellis,15/07/2017,14.2,5.0,5.0,2.0,729.0,398.0,2016.0,Monash City Council,-37.86582,145.14824,Eastern Metropolitan
Mount Waverley,2 Viewbank Rd,3,1260000.0,Buxton,15/07/2017,14.2,3.0,1.0,2.0,743.0,148.47,1960.0,Monash City Council,-37.8958,145.11969,Eastern Metropolitan
Mulgrave,27 Glencairn St,5,960000.0,Ray,15/07/2017,18.8,5.0,2.0,1.0,731.0,130.0,1965.0,Monash City Council,-37.9298,145.16523999999998,South-Eastern Metropolitan
Narre Warren,2 Ireland Av,3,605000.0,Only,15/07/2017,34.1,3.0,2.0,2.0,688.0,121.0,1990.0,Casey City Council,-38.037,145.30862,South-Eastern Metropolitan
Niddrie,42 Newman Cr,4,950000.0,Nelson,15/07/2017,10.4,4.0,1.0,2.0,558.0,148.0,1970.0,Moonee Valley City Council,-37.73834,144.88197,Western Metropolitan
Northcote,179 Arthurton Rd,3,1307500.0,Ray,15/07/2017,5.3,3.0,2.0,0.0,258.0,124.0,1920.0,Darebin City Council,-37.76788,144.98621,Northern Metropolitan
Notting Hill,3 Risdon Dr,4,1211000.0,One,15/07/2017,16.7,4.0,3.0,3.0,727.0,167.0,1970.0,Monash City Council,-37.907790000000006,145.15042,Southern Metropolitan
Oakleigh,42 Bishop St,4,1610000.0,Buxton,15/07/2017,12.3,4.0,2.0,2.0,592.0,193.0,1950.0,Monash City Council,-37.90821,145.09313999999998,Southern Metropolitan
Oakleigh East,3 McKenzie Ct,2,1150000.0,Ray,15/07/2017,12.3,2.0,1.0,3.0,622.0,122.0,1970.0,Monash City Council,-37.90168,145.11081000000001,Southern Metropolitan
Pakenham,4 Toorang Ct,4,435000.0,C21,15/07/2017,47.3,4.0,2.0,2.0,553.0,553.0,2005.0,Cardinia Shire Council,-38.08699,145.48273,Eastern Victoria
Point Cook,84 Beachview Pde,4,690000.0,hockingstuart,15/07/2017,14.7,4.0,2.0,2.0,540.0,531.0,2012.0,Wyndham City Council,-37.90715,144.76527,Western Metropolitan
Point Cook,49 Lindsay Gdns,4,596000.0,hockingstuart,15/07/2017,14.7,4.0,2.0,2.0,416.0,182.9,2006.0,Wyndham City Council,-37.892790000000005,144.73158,Western Metropolitan
Point Cook,15 Metcalf Wy,4,698000.0,hockingstuart,15/07/2017,14.7,4.0,2.0,2.0,448.0,190.0,2012.0,Wyndham City Council,-37.8914,144.72014,Western Metropolitan
Reservoir,66 Crookston Rd,3,953000.0,Ray,15/07/2017,12.0,3.0,1.0,2.0,743.0,115.0,1970.0,Darebin City Council,-37.70964,145.0171,Northern Metropolitan
Ringwood East,2/9 Green St,3,710000.0,Noel,15/07/2017,21.3,3.0,1.0,2.0,314.0,88.0,1989.0,Maroondah City Council,-37.81953,145.24907,Eastern Metropolitan
Rowville,3 Barwon Ct,3,735000.0,Barry,15/07/2017,23.5,3.0,2.0,1.0,721.0,143.0,1984.0,Knox City Council,-37.91713,145.24706,South-Eastern Metropolitan
Rowville,2 Wallingford Pl,3,755000.0,Harcourts,15/07/2017,23.5,3.0,2.0,2.0,551.0,178.0,2003.0,Knox City Council,-37.94266,145.24662,South-Eastern Metropolitan
Roxburgh Park,16 Reading Cl,3,537000.0,Raine,15/07/2017,20.6,3.0,2.0,2.0,640.0,156.0,1994.0,Hume City Council,-37.63799,144.92924,Northern Metropolitan
Seaford,10 Maple St,4,763000.0,U,15/07/2017,35.4,4.0,2.0,4.0,611.0,184.75,1980.0,Frankston City Council,-38.10226,145.14459,South-Eastern Metropolitan
Seaford,210 Seaford Rd,4,768000.0,Buxton,15/07/2017,35.4,4.0,2.0,3.0,542.0,170.0,1970.0,Frankston City Council,-38.11161,145.15011,South-Eastern Metropolitan
South Melbourne,26 Bridport St,3,2800000.0,Greg,15/07/2017,1.9,3.0,2.0,2.0,216.0,193.74,1860.0,Port Phillip City Council,-37.83863,144.96208000000001,Southern Metropolitan
St Albans,11 Craigielea Av,2,610000.0,RW,15/07/2017,14.0,2.0,1.0,2.0,419.0,135.0,1975.0,Brimbank City Council,-37.7398,144.80348,Western Metropolitan
St Albans,17 Jamieson St,3,550000.0,Raine,15/07/2017,14.0,3.0,1.0,1.0,606.0,130.0,1965.0,Brimbank City Council,-37.73789,144.78734,Western Metropolitan
St Albans,62 Lester Av,4,520000.0,Westside,15/07/2017,14.0,4.0,2.0,1.0,699.0,110.0,1950.0,Brimbank City Council,-37.73986,144.81105,Western Metropolitan
Sunshine,18 Benjamin St,3,860000.0,Jas,15/07/2017,10.5,3.0,1.0,3.0,446.0,126.0,1910.0,Brimbank City Council,-37.79354,144.8328,Western Metropolitan
Taylors Lakes,1 Cowes Pl,4,853000.0,Barry,15/07/2017,15.5,4.0,3.0,2.0,724.0,330.0,1990.0,Brimbank City Council,-37.70941,144.7873,Western Metropolitan
Vermont,18 Barbara St,3,1111500.0,Philip,15/07/2017,17.2,3.0,1.0,0.0,722.0,94.0,1960.0,Maroondah City Council,-37.8324,145.20467,Eastern Metropolitan
Wantirna South,42 Argyle Wy,4,1045000.0,Noel,15/07/2017,14.7,4.0,3.0,2.0,728.0,153.0,1990.0,Knox City Council,-37.88009,145.22736,Eastern Metropolitan
Warrandyte,24 Fossickers Wy,3,826000.0,Gardiner,15/07/2017,21.1,3.0,2.0,0.0,830.0,135.0,1975.0,Manningham City Council,-37.75079,145.20617,Eastern Metropolitan
Werribee,6 Cassowary Av,3,505000.0,Greg,15/07/2017,14.7,3.0,2.0,4.0,557.0,116.0,1987.0,Wyndham City Council,-37.87975,144.66459,Western Metropolitan
Werribee,2/50 Tower Rd,2,335000.0,Greg,15/07/2017,14.7,2.0,1.0,1.0,190.0,113.0,1980.0,Wyndham City Council,-37.90423,144.67008,Western Metropolitan
Westmeadows,27 Eyre St,3,800000.0,YPA,15/07/2017,16.5,3.0,2.0,2.0,898.0,142.0,1985.0,Hume City Council,-37.67823,144.90001999999998,Northern Metropolitan
Wheelers Hill,994 Waverley Rd,5,1090000.0,Ray,15/07/2017,16.7,5.0,2.0,2.0,698.0,246.0,1978.0,Monash City Council,-37.8921,145.19118,South-Eastern Metropolitan
Williamstown,47 Pasco St,4,1920000.0,Williams,15/07/2017,6.8,4.0,2.0,0.0,388.0,178.0,1900.0,Hobsons Bay City Council,-37.86159,144.89926,Western Metropolitan
Wollert,24 Edenvale Bvd,4,530000.0,hockingstuart,15/07/2017,25.5,4.0,2.0,2.0,448.0,155.0,2011.0,Whittlesea City Council,-37.619440000000004,145.01243,Northern Metropolitan
Yarraville,17 Adeney St,3,982500.0,Village,15/07/2017,6.3,3.0,2.0,2.0,444.0,122.0,1945.0,Maribyrnong City Council,-37.81662,144.866,Western Metropolitan
Yarraville,12 Montague St,3,1230000.0,Jas,15/07/2017,6.3,3.0,1.0,2.0,433.0,144.0,1880.0,Maribyrnong City Council,-37.81183,144.88568999999998,Western Metropolitan
Abbotsford,133 Yarra St,2,1190000.0,Biggin,22/07/2017,3.0,2.0,2.0,1.0,147.0,175.0,2000.0,Yarra City Council,-37.802690000000005,145.0001,Northern Metropolitan
Aberfeldie,5 Aroona Ct,3,1680000.0,Raine,22/07/2017,7.5,3.0,2.0,2.0,673.0,136.0,1965.0,Moonee Valley City Council,-37.76316,144.89799,Western Metropolitan
Altona Meadows,52 Shirley St,3,620000.0,hockingstuart,22/07/2017,15.5,3.0,1.0,2.0,466.0,107.0,1975.0,Hobsons Bay City Council,-37.87019,144.7843,Western Metropolitan
Altona North,12 Chambers Rd,3,830000.0,RT,22/07/2017,9.4,3.0,2.0,2.0,529.0,130.0,1965.0,Hobsons Bay City Council,-37.84107,144.84179,Western Metropolitan
Altona North,313 Millers Rd,4,805000.0,Sweeney,22/07/2017,9.4,4.0,2.0,5.0,562.0,146.0,1950.0,Hobsons Bay City Council,-37.84384,144.84637,Western Metropolitan
Altona North,2/16 Stapley Cr,2,510000.0,Sweeney,22/07/2017,9.4,2.0,1.0,1.0,170.0,100.0,2001.0,Hobsons Bay City Council,-37.83658,144.86199,Western Metropolitan
Ascot Vale,67 The Parade,2,1035000.0,Alexkarbon,22/07/2017,4.3,2.0,1.0,1.0,319.0,117.0,1900.0,Moonee Valley City Council,-37.772659999999995,144.9131,Western Metropolitan
Ashwood,5 Kiewa St,4,1450000.0,Fletchers,22/07/2017,10.2,4.0,2.0,1.0,803.0,154.0,1965.0,Monash City Council,-37.86162,145.11042,Southern Metropolitan
Aspendale,14 Ebb St,3,970000.0,hockingstuart,22/07/2017,21.5,4.0,2.0,2.0,612.0,154.0,1960.0,Kingston City Council,-38.01596,145.09932,South-Eastern Metropolitan
Avondale Heights,49 Ridge Dr,3,750000.0,Barry,22/07/2017,9.5,3.0,1.0,2.0,561.0,103.0,1990.0,Moonee Valley City Council,-37.7528,144.85585,Western Metropolitan
Avondale Heights,55 Ridge Dr,5,800000.0,Barry,22/07/2017,9.5,5.0,2.0,3.0,577.0,166.0,1985.0,Moonee Valley City Council,-37.75261,144.85631,Western Metropolitan
Balwyn North,7 Adeney St,5,2400000.0,hockingstuart,22/07/2017,9.7,5.0,4.0,2.0,742.0,262.0,1980.0,Boroondara City Council,-37.80218,145.10063,Southern Metropolitan
Balwyn North,67 Winfield Rd,4,1850000.0,Fletchers,22/07/2017,9.7,4.0,4.0,3.0,929.0,266.0,1960.0,Boroondara City Council,-37.79497,145.10538,Southern Metropolitan
Beaconsfield,12 Windsor Dr,4,670000.0,Harcourts,22/07/2017,39.0,4.0,2.0,2.0,900.0,244.0,2005.0,Cardinia Shire Council,-38.05614,145.38464,Eastern Victoria
Bellfield,9 Sullivan St,2,906000.0,Miles,22/07/2017,8.8,2.0,1.0,1.0,617.0,109.98,1960.0,Banyule City Council,-37.7528,145.04443999999998,Eastern Metropolitan
Bentleigh,12 Wood St,5,1500000.0,hockingstuart,22/07/2017,11.4,5.0,2.0,2.0,591.0,188.0,1950.0,Glen Eira City Council,-37.922109999999996,145.0466,Southern Metropolitan
Blackburn South,2A Stewart Av,3,874000.0,Fletchers,22/07/2017,13.4,3.0,2.0,1.0,232.0,103.0,2014.0,Whitehorse City Council,-37.83574,145.14866,Eastern Metropolitan
Broadmeadows,82 Cuthbert St,3,450000.0,YPA,22/07/2017,14.0,3.0,1.0,1.0,0.0,100.0,1960.0,Hume City Council,-37.6841,144.92818,Northern Metropolitan
Brunswick,148 Donald St,3,1120000.0,Raine,22/07/2017,5.2,3.0,1.0,1.0,322.0,107.0,1920.0,Moreland City Council,-37.75887,144.97326,Northern Metropolitan
Brunswick,54 Dunstan Av,2,1110000.0,Jellis,22/07/2017,5.2,2.0,1.0,0.0,196.0,101.0,1922.0,Moreland City Council,-37.75815,144.97366,Northern Metropolitan
Brunswick,24 Mitchell St,4,1790000.0,Nelson,22/07/2017,5.2,4.0,3.0,6.0,733.0,238.0,1950.0,Moreland City Council,-37.759,144.96623,Northern Metropolitan
Bundoora,43 Cheadle Cr,5,999000.0,Ray,22/07/2017,12.1,5.0,2.0,2.0,627.0,268.0,1991.0,Banyule City Council,-37.692640000000004,145.0799,Northern Metropolitan
Carnegie,2A Walden Gr,3,1050000.0,Eview,22/07/2017,10.1,3.0,1.0,2.0,184.0,133.0,1990.0,Glen Eira City Council,-37.90017,145.05812,Southern Metropolitan
Cheltenham,30 Nancy St,3,1050000.0,Barry,22/07/2017,17.9,3.0,1.0,2.0,539.0,169.0,1970.0,Bayside City Council,-37.972229999999996,145.07895,Southern Metropolitan
Coburg,35 Belgrave St,3,1285000.0,Nelson,22/07/2017,6.7,3.0,1.0,2.0,579.0,143.0,1930.0,Darebin City Council,-37.744820000000004,144.97499,Northern Metropolitan
Collingwood,53 Mater St,2,1080000.0,Nelson,22/07/2017,2.0,2.0,1.0,0.0,0.0,94.0,1890.0,Yarra City Council,-37.79589,144.98863,Northern Metropolitan
Craigieburn,11 Heytesbury Cr,3,607500.0,hockingstuart,22/07/2017,20.6,3.0,2.0,2.0,654.0,185.0,1999.0,Hume City Council,-37.6038,144.9226,Northern Metropolitan
Craigieburn,60 Northumberland Cct,3,500000.0,Stockdale,22/07/2017,20.6,3.0,2.0,2.0,448.0,150.0,2008.0,Hume City Council,-37.58242,144.93001,Northern Metropolitan
Craigieburn,70 Penhall Dr,3,510000.0,Ray,22/07/2017,20.6,3.0,2.0,2.0,350.0,161.0,2014.0,Hume City Council,-37.56883,144.90887,Northern Metropolitan
Craigieburn,36 Serenity Wy,4,592500.0,Ray,22/07/2017,20.6,4.0,2.0,2.0,448.0,188.0,2011.0,Hume City Council,-37.57635,144.91151000000002,Northern Metropolitan
Dandenong,1 Caroline St,3,669000.0,Stockdale,22/07/2017,24.7,3.0,1.0,1.0,713.0,145.0,1960.0,Greater Dandenong City Council,-37.98997,145.2254,South-Eastern Metropolitan
Dandenong North,7 Buchan St,5,895000.0,Barry,22/07/2017,24.7,5.0,2.0,4.0,779.0,186.0,1970.0,Greater Dandenong City Council,-37.94465,145.21236000000002,South-Eastern Metropolitan
Delahey,11 Barley Ct,4,505000.0,YPA,22/07/2017,18.0,4.0,2.0,2.0,344.0,105.9,1995.0,Brimbank City Council,-37.719,144.76699,Western Metropolitan
Doncaster,5 Alma Ct,5,1530000.0,Barry,22/07/2017,12.4,5.0,3.0,2.0,851.0,215.0,1975.0,Manningham City Council,-37.78109,145.13745,Eastern Metropolitan
Doncaster East,45 Elizabeth St,4,1385000.0,Jellis,22/07/2017,14.3,4.0,3.0,2.0,417.0,203.0,1980.0,Manningham City Council,-37.792229999999996,145.14606,Eastern Metropolitan
Doveton,33 Kanooka Gr,2,472500.0,C21,22/07/2017,28.8,2.0,1.0,2.0,590.0,74.0,1960.0,Casey City Council,-37.99715,145.23526,South-Eastern Metropolitan
Elsternwick,16 Allison Rd,3,1975000.0,Biggin,22/07/2017,7.2,3.0,2.0,2.0,458.0,165.0,1900.0,Glen Eira City Council,-37.881479999999996,145.00538999999998,Southern Metropolitan
Essendon North,18 Royal Av,3,1535000.0,Jellis,22/07/2017,8.2,3.0,1.0,2.0,811.0,152.0,1925.0,Moonee Valley City Council,-37.7384,144.90485,Western Metropolitan
Fawkner,115 Lorne St,2,830000.0,Stockdale,22/07/2017,13.1,2.0,1.0,1.0,779.0,102.0,1950.0,Hume City Council,-37.71532,144.96508,Northern Metropolitan
Ferntree Gully,7 Austin St,3,740000.0,Stockdale,22/07/2017,24.8,3.0,1.0,2.0,968.0,118.0,1955.0,Knox City Council,-37.88523,145.28553,Eastern Metropolitan
Footscray,16 Creswick St,3,900000.0,Sweeney,22/07/2017,5.1,3.0,1.0,3.0,312.0,106.0,1880.0,Maribyrnong City Council,-37.79334,144.89128,Western Metropolitan
Footscray,15 Greer St,4,1000000.0,Nelson,22/07/2017,5.1,4.0,2.0,1.0,180.0,206.0,1994.0,Maribyrnong City Council,-37.796859999999995,144.908,Western Metropolitan
Footscray,12 Jerrold St,4,891000.0,Sweeney,22/07/2017,5.1,4.0,1.0,3.0,446.0,101.7,1920.0,Maribyrnong City Council,-37.79221,144.89076,Western Metropolitan
Forest Hill,19 Victor Cr,3,1011000.0,McGrath,22/07/2017,15.4,3.0,1.0,1.0,590.0,114.0,1960.0,Whitehorse City Council,-37.84308,145.168,Eastern Metropolitan
Glen Waverley,32 Maylands Cr,5,1182000.0,Ray,22/07/2017,16.7,5.0,2.0,3.0,650.0,152.0,1975.0,Monash City Council,-37.90383,145.17166,Eastern Metropolitan
Glenroy,8 Granville St,3,940000.0,Stockdale,22/07/2017,11.2,3.0,2.0,5.0,627.0,173.0,1960.0,Moreland City Council,-37.70198,144.92166,Northern Metropolitan
Hadfield,146 East St,4,741000.0,Nelson,22/07/2017,11.2,4.0,1.0,2.0,652.0,158.0,1960.0,Moreland City Council,-37.705420000000004,144.95127,Northern Metropolitan
Hadfield,99 Hilton St,3,550000.0,Eview,22/07/2017,11.2,3.0,1.0,2.0,325.0,100.0,1950.0,Moreland City Council,-37.70325,144.94756999999998,Northern Metropolitan
Heathmont,91 Campbell St,4,1270500.0,Philip,22/07/2017,21.3,4.0,2.0,3.0,801.0,180.0,1957.0,Maroondah City Council,-37.82734,145.24487,Eastern Metropolitan
Heathmont,61 Canterbury Rd,3,751000.0,Mandy,22/07/2017,21.3,3.0,1.0,2.0,693.0,129.0,1950.0,Maroondah City Council,-37.825359999999996,145.24893,Eastern Metropolitan
Highett,10 Haynes St,4,1535000.0,Thomson,22/07/2017,16.0,4.0,2.0,2.0,719.0,719.0,1998.0,Bayside City Council,-37.94999,145.03122,Southern Metropolitan
Hillside,93 Saronvale Cr,4,700000.0,Barry,22/07/2017,18.0,4.0,2.0,4.0,788.0,236.0,1995.0,Brimbank City Council,-37.68974,144.75225,Western Metropolitan
Hoppers Crossing,46 Bourke Cr,3,520000.0,LJ,22/07/2017,18.4,3.0,1.0,0.0,609.0,109.0,1986.0,Wyndham City Council,-37.86991,144.68607,Western Metropolitan
Hoppers Crossing,2 Burge Cr,4,650000.0,Triwest,22/07/2017,18.4,4.0,2.0,2.0,680.0,205.0,1985.0,Wyndham City Council,-37.86821,144.69566,Western Metropolitan
Jacana,12 Lorraine Cr,3,528000.0,RW,22/07/2017,14.0,3.0,1.0,3.0,588.0,92.0,1960.0,Hume City Council,-37.68306,144.90928,Northern Metropolitan
Keilor East,3 Border Dr,3,918000.0,Nelson,22/07/2017,11.7,3.0,2.0,2.0,669.0,166.0,2000.0,Brimbank City Council,-37.73936,144.85873999999998,Western Metropolitan
Kings Park,261 Taylors Rd,3,565000.0,Ray,22/07/2017,14.0,3.0,2.0,3.0,543.0,106.9,1980.0,Brimbank City Council,-37.72765,144.78107,Western Metropolitan
Kurunjang,8 Carberry Dr,4,362000.0,hockingstuart,22/07/2017,31.7,4.0,2.0,2.0,685.0,141.0,1970.0,Melton City Council,-37.67277,144.59643,Northern Victoria
Lalor,69 Monash St,3,560000.0,Love,22/07/2017,16.3,3.0,1.0,2.0,535.0,104.0,1970.0,Whittlesea City Council,-37.6615,145.02761,Northern Metropolitan
Maidstone,7 Churchill Av,3,681000.0,Biggin,22/07/2017,6.4,3.0,1.0,2.0,523.0,93.82,1950.0,Maribyrnong City Council,-37.78242,144.86955,Western Metropolitan
Maidstone,12 Inkerman St,3,1005000.0,Sweeney,22/07/2017,6.4,3.0,1.0,5.0,653.0,109.0,1930.0,Maribyrnong City Council,-37.786390000000004,144.88214,Western Metropolitan
Maidstone,18 Pullar St,2,468000.0,Burnham,22/07/2017,6.4,2.0,1.0,2.0,312.0,89.0,1990.0,Maribyrnong City Council,-37.78353,144.87233,Western Metropolitan
Melton South,8 Charles Ct,3,326000.0,hockingstuart,22/07/2017,29.8,3.0,1.0,1.0,611.0,115.0,1985.0,Melton City Council,-37.69467,144.57827,Western Victoria
Mill Park,4 Streeton Cct,3,725000.0,Ray,22/07/2017,17.9,3.0,2.0,2.0,602.0,129.0,1980.0,Whittlesea City Council,-37.66916,145.06912,Northern Metropolitan
Mitcham,11 Beaufort St,3,1101000.0,Ray,22/07/2017,17.2,3.0,1.0,2.0,774.0,132.6,1950.0,Whitehorse City Council,-37.80588,145.1981,Eastern Metropolitan
Mulgrave,2 Kinkora Ct,3,755000.0,Ray,22/07/2017,18.8,3.0,2.0,2.0,197.0,132.0,2005.0,Monash City Council,-37.92285,145.18549,South-Eastern Metropolitan
Mulgrave,25 Morawa Dr,3,862000.0,Win,22/07/2017,18.8,3.0,2.0,2.0,246.0,3.0,2002.0,Monash City Council,-37.928290000000004,145.19647,South-Eastern Metropolitan
Mulgrave,75 Wattle Gr,3,815500.0,Ray,22/07/2017,18.8,3.0,2.0,2.0,434.0,104.0,1960.0,Monash City Council,-37.93228,145.15827,South-Eastern Metropolitan
Newport,102 Market St,3,1100000.0,Williams,22/07/2017,6.2,3.0,2.0,3.0,449.0,154.3,1940.0,Hobsons Bay City Council,-37.84769,144.87667,Western Metropolitan
Niddrie,8 Goble St,4,1130000.0,Nelson,22/07/2017,10.4,4.0,2.0,2.0,650.0,163.0,1975.0,Moonee Valley City Council,-37.73435,144.8768,Western Metropolitan
Niddrie,64 Muriel St,4,1006000.0,Brad,22/07/2017,10.4,4.0,2.0,1.0,270.0,178.74,2008.0,Moonee Valley City Council,-37.74266,144.88577,Western Metropolitan
Noble Park,371 Princes Hwy,3,650000.0,iSell,22/07/2017,22.7,3.0,1.0,1.0,603.0,130.0,1970.0,Greater Dandenong City Council,-37.96318,145.18962,South-Eastern Metropolitan
Northcote,31 Gladstone Av,3,1335000.0,Nelson,22/07/2017,5.3,3.0,1.0,1.0,390.0,112.0,1920.0,Darebin City Council,-37.765879999999996,144.99731,Northern Metropolitan
Oakleigh South,44 Golf Rd,4,1390000.0,Buxton,22/07/2017,15.5,4.0,2.0,2.0,558.0,243.0,2010.0,Kingston City Council,-37.91917,145.08807,South-Eastern Metropolitan
Pakenham,1 Loxton Wy,4,643500.0,C21,22/07/2017,47.3,4.0,2.0,2.0,600.0,300.0,2010.0,Cardinia Shire Council,-38.075829999999996,145.43698,Eastern Victoria
Preston,27 Pender St,3,980000.0,Harrington,22/07/2017,8.4,3.0,1.0,3.0,397.0,107.0,1925.0,Darebin City Council,-37.73724,145.00984,Northern Metropolitan
Reservoir,9/23 Ashley St,2,320000.0,Ray,22/07/2017,12.0,2.0,1.0,1.0,89.0,65.0,1965.0,Darebin City Council,-37.717659999999995,145.00132,Northern Metropolitan
Reservoir,11 Knox St,5,1282500.0,Nelson,22/07/2017,12.0,5.0,2.0,2.0,499.0,251.0,2015.0,Darebin City Council,-37.725559999999994,144.99021000000002,Northern Metropolitan
Ringwood,26 Major St,3,882500.0,hockingstuart,22/07/2017,19.9,3.0,2.0,2.0,918.0,145.0,1975.0,Maroondah City Council,-37.794000000000004,145.24636,Eastern Metropolitan
Ringwood,3 Sang Ct,3,910000.0,Philip,22/07/2017,19.9,3.0,2.0,2.0,651.0,162.0,1977.0,Maroondah City Council,-37.79638,145.24268,Eastern Metropolitan
Sandringham,124 Abbott St,3,1651000.0,Buxton,22/07/2017,15.2,3.0,2.0,1.0,390.0,125.0,1950.0,Bayside City Council,-37.95035,145.01571,Southern Metropolitan
Scoresby,72 Arnold Dr,4,1040000.0,Purplebricks,22/07/2017,22.2,4.0,2.0,2.0,1134.0,152.0,1970.0,Knox City Council,-37.89496,145.23404,Eastern Metropolitan
Scoresby,17 Walsh Av,4,1120000.0,Noel,22/07/2017,22.2,4.0,2.0,2.0,960.0,179.0,1985.0,Knox City Council,-37.889920000000004,145.22123,Eastern Metropolitan
South Morang,102 Vincent Dr,3,500000.0,Harcourts,22/07/2017,20.5,3.0,2.0,2.0,330.0,118.0,2008.0,Whittlesea City Council,-37.64027,145.08745,Northern Metropolitan
Springvale South,5 Gwent St,3,700000.0,iSell,22/07/2017,22.2,3.0,1.0,2.0,638.0,105.0,1980.0,Greater Dandenong City Council,-37.980309999999996,145.15497,South-Eastern Metropolitan
Strathmore,10 Fenacre St,4,1220000.0,Nelson,22/07/2017,8.2,4.0,1.0,2.0,750.0,185.0,1960.0,Moonee Valley City Council,-37.730509999999995,144.91731000000001,Western Metropolitan
Sunbury,315 Elizabeth Dr,3,500000.0,YPA,22/07/2017,31.7,3.0,1.0,3.0,678.0,127.0,1975.0,Hume City Council,-37.56935,144.7241,Western Metropolitan
Sunbury,11 Gruner St,3,438000.0,YPA,22/07/2017,31.7,3.0,1.0,4.0,606.0,96.0,1994.0,Hume City Council,-37.57532,144.71058,Western Metropolitan
Sydenham,7 Argyll St,4,740000.0,Purplebricks,22/07/2017,18.0,4.0,2.0,2.0,1017.0,156.0,2000.0,Brimbank City Council,-37.69106,144.75853999999998,Western Metropolitan
Tarneit,26 Bradman Dr,4,463500.0,hockingstuart,22/07/2017,18.4,4.0,2.0,2.0,371.0,156.0,2006.0,Wyndham City Council,-37.867,144.65618,Western Metropolitan
Tarneit,30 Cobram St,3,530000.0,hockingstuart,22/07/2017,18.4,3.0,2.0,2.0,400.0,153.0,2009.0,Wyndham City Council,-37.833529999999996,144.67324,Western Metropolitan
Tarneit,7 Vive St,3,446000.0,Sweeney,22/07/2017,18.4,3.0,2.0,2.0,326.0,162.0,2012.0,Wyndham City Council,-37.85037,144.66179,Western Metropolitan
Taylors Hill,55 Bloomsbury Dr,3,520000.0,Barry,22/07/2017,18.0,3.0,2.0,2.0,389.0,161.0,2005.0,Melton City Council,-37.713640000000005,144.76031,Western Metropolitan
Taylors Hill,20 Hobart Wy,3,530000.0,YPA,22/07/2017,18.0,3.0,2.0,1.0,343.0,119.0,2011.0,Melton City Council,-37.7117,144.75204,Western Metropolitan
Taylors Hill,6 Hobart Wy,5,725500.0,Barry,22/07/2017,18.0,5.0,3.0,2.0,450.0,260.0,2011.0,Melton City Council,-37.71152,144.75283000000002,Western Metropolitan
Templestowe Lower,46 Feathertop Av,4,1215000.0,hockingstuart,22/07/2017,12.4,4.0,2.0,4.0,729.0,240.0,1970.0,Manningham City Council,-37.76846,145.11183,Eastern Metropolitan
Thomastown,24 Banksia Av,3,651000.0,Harcourts,22/07/2017,15.3,3.0,1.0,2.0,526.0,116.0,1970.0,Whittlesea City Council,-37.68164,144.99768999999998,Northern Metropolitan
Thomastown,14 Marjory St,3,631000.0,Harcourts,22/07/2017,15.3,3.0,1.0,2.0,584.0,121.0,1965.0,Whittlesea City Council,-37.6819,145.02293999999998,Northern Metropolitan
Thornbury,105 Fyffe St,3,1110000.0,McGrath,22/07/2017,7.0,3.0,1.0,0.0,396.0,113.0,1930.0,Darebin City Council,-37.75358,144.98533999999998,Northern Metropolitan
Tullamarine,56 Broadmeadows Rd,3,822000.0,Jason,22/07/2017,12.9,3.0,1.0,1.0,778.0,112.0,1960.0,Brimbank City Council,-37.70321,144.87972,Western Metropolitan
Vermont,88 Boronia Rd,3,988000.0,Fletchers,22/07/2017,17.2,3.0,1.0,1.0,653.0,119.0,1970.0,Maroondah City Council,-37.840340000000005,145.2022,Eastern Metropolitan
Watsonia,18 Barry St,3,830000.0,Barry,22/07/2017,14.5,3.0,1.0,1.0,598.0,104.4,1975.0,Banyule City Council,-37.717,145.08891,Northern Metropolitan
Watsonia North,27 Kurrajong Cr,3,710000.0,Ray,22/07/2017,14.5,3.0,1.0,2.0,600.0,115.0,1974.0,Banyule City Council,-37.69872,145.08743,Northern Metropolitan
Werribee,8 Centenary Cr,3,383000.0,Greg,22/07/2017,14.7,3.0,1.0,2.0,548.0,95.0,1960.0,Wyndham City Council,-37.8889,144.65743999999998,Western Metropolitan
Werribee,5 Flourish Wy,4,463000.0,hockingstuart,22/07/2017,14.7,4.0,2.0,2.0,358.0,148.0,2012.0,Wyndham City Council,-37.91807,144.63816,Western Metropolitan
Werribee,3 Parramatta Rd,3,452000.0,Biggin,22/07/2017,14.7,3.0,1.0,3.0,567.0,121.0,1980.0,Wyndham City Council,-37.88666,144.66149,Western Metropolitan
