hour,day,month,name,price,distance,temperature,apparentTemperature,precipIntensity,precipProbability,humidity,windSpeed,windGust,visibility,dewPoint,pressure,cloudCover,uvIndex,ozone
22,27,11,WAV,9.5,2.86,40.88,35.55,0.0,0.0,0.68,8.21,12.35,10.0,31.21,991.29,0.28,0,307.6
0,16,12,Black SUV,31.0,2.86,43.96,40.8,0.0,0.0,0.68,5.48,8.73,10.0,33.96,1023.51,0.23,0,298.8
0,27,11,Black,21.5,2.86,44.52,39.94,0.1058,1.0,0.91,8.33,8.4,3.79,42.17,1006.47,1.0,0,296.4
8,16,12,Black SUV,28.5,2.5,39.67,35.0,0.0,0.0,0.72,6.57,9.01,10.0,31.38,1022.08,0.32,0,302.6
13,16,12,UberX,9.5,2.5,42.11,37.54,0.0,0.0,0.7,7.26,8.97,9.779,32.91,1022.24,0.91,0,321.1
14,13,12,Black,21.5,2.5,25.55,21.85,0.0,0.0,0.59,3.11,4.22,9.568,13.07,1033.93,0.24,1,327.5
22,28,11,UberXL,15.5,2.5,40.43,34.59,0.0,0.0,0.64,9.08,12.72,10.0,29.27,994.99,1.0,0,354.8
15,14,12,WAV,9.5,2.5,40.9,39.04,0.0,0.0,0.64,3.31,4.16,9.876,29.83,1033.33,0.0,1,290.3
15,3,12,UberPool,10.0,2.5,54.38,54.38,0.0,0.0,0.83,5.81,5.87,9.936,49.27,999.8,0.66,1,301.1
12,17,12,UberX,14.0,5.56,35.01,29.04,0.0009,0.03,0.92,7.13,7.85,8.468,32.88,1004.18,1.0,0,325.5
17,13,12,UberXL,24.5,5.56,31.24,31.24,0.0,0.0,0.54,2.5,3.2,9.946,16.42,1033.89,0.69,1,327.2
23,29,11,WAV,14.0,5.56,40.29,34.73,0.0,0.0,0.59,8.43,13.46,9.936,27.29,1010.12,0.22,0,300.1
23,28,11,UberPool,,5.56,39.35,33.0,0.0,0.0,0.69,9.63,14.39,10.0,29.86,995.3,1.0,0,355.0
1,17,12,Black SUV,40.5,5.56,40.61,35.0,0.1289,1.0,0.91,8.68,11.82,2.6289999999999996,38.14,1011.49,0.98,0,325.0
21,14,12,Black,,5.56,42.91,41.4,0.0,0.0,0.66,3.25,4.37,9.57,32.34,1029.1,0.73,0,290.2
15,28,11,Black,16.5,1.4,41.24,35.9,0.0,0.0,0.6,8.39,12.38,10.0,28.42,991.46,0.74,1,351.9
10,30,11,WAV,10.5,1.4,29.68,26.66,0.0,0.0,0.85,3.03,3.03,9.882,25.64,1015.68,0.0,0,281.4
10,13,12,UberXL,15.0,1.4,20.38,20.38,0.0,0.0,0.66,2.94,3.22,9.831,10.87,1031.51,0.03,0,327.3
22,15,12,UberX,10.5,1.4,46.91,44.41,0.0,0.0,0.64,5.28,8.98,9.963,35.48,1022.43,0.23,0,300.0
4,16,12,Black SUV,26.0,1.4,40.7,37.51,0.0,0.0,0.69,4.72,5.9,10.0,31.36,1024.5,0.0,0,296.0
4,13,12,UberPool,10.0,1.4,23.19,17.99,0.0,0.0,0.46,3.94,3.94,10.0,5.3,1027.36,0.0,0,328.2
13,26,11,Black SUV,28.0,2.14,41.43,39.55,0.0006,0.09,0.92,3.4,3.49,3.0580000000000003,39.3,1014.88,1.0,0,297.8
15,13,12,UberPool,8.5,2.14,28.42,28.42,0.0,0.0,0.57,2.81,4.06,9.725,15.14,1034.03,0.21,1,326.9
1,14,12,WAV,8.5,2.14,30.64,30.64,0.0,0.0,0.65,2.4,3.33,10.0,20.26,1035.14,0.93,0,324.9
18,28,11,UberXL,15.0,2.14,40.92,35.13,0.0,0.0,0.64,9.21,15.03,10.0,29.57,991.21,1.0,1,353.1
13,27,11,UberX,8.5,2.14,44.94,42.13,0.006999999999999999,0.61,0.94,5.23,5.23,3.2310000000000003,43.32,988.09,1.0,0,322.8
12,30,11,Black,19.5,2.14,29.39,29.39,0.0,0.0,0.85,2.51,3.84,9.95,25.56,1016.59,0.0,0,279.5
4,30,11,UberXL,11.5,1.34,34.38,29.63,0.0,0.0,0.73,5.28,5.28,10.0,26.64,1013.73,0.0,0,291.1
17,17,12,Black SUV,25.0,1.34,37.71,31.92,0.0,0.0,0.9,7.78,7.78,7.44,34.94,1001.22,1.0,1,328.6
22,17,12,UberPool,8.0,1.34,39.75,35.21,0.0,0.0,0.73,6.38,9.37,9.775,31.63,1000.26,0.92,0,364.4
9,27,11,Black,14.0,1.34,44.88,40.15,0.0786,1.0,0.93,8.86,15.23,3.522,43.03,991.89,1.0,0,291.2
3,17,12,UberX,8.0,1.34,40.45,34.66,0.0591,1.0,0.91,8.96,15.7,2.9939999999999998,37.95,1009.25,1.0,0,324.4
9,27,11,WAV,8.0,1.34,44.88,40.15,0.0786,1.0,0.93,8.86,15.23,3.522,43.03,991.89,1.0,0,291.2
16,18,12,UberXL,16.0,2.84,28.58,18.1,0.0,0.0,0.44,12.84,22.45,10.0,9.35,1010.35,0.13,1,378.7
21,17,12,Black,25.0,2.84,40.47,35.92,0.0,0.0,0.71,6.64,7.91,9.77,31.95,999.95,0.76,0,354.4
23,26,11,UberPool,8.5,2.84,44.34,39.93,0.0274,1.0,0.91,7.86,7.86,5.1770000000000005,41.99,1007.32,1.0,0,297.3
20,29,11,WAV,9.5,2.84,42.5,36.47,0.0,0.0,0.54,10.68,17.15,9.772,26.84,1008.44,0.35,0,307.4
4,18,12,Black SUV,33.0,2.84,37.21,31.9,0.0,0.0,0.69,6.79,11.31,9.732000000000001,28.04,1000.92,1.0,0,365.2
6,14,12,UberX,9.5,2.84,29.63,29.63,0.0,0.0,0.74,1.1,2.49,9.716000000000001,22.41,1035.55,0.77,0,299.1
11,2,12,UberXL,12.0,1.41,40.55,36.0,0.0813,1.0,0.91,6.66,6.66,4.7410000000000005,38.07,1018.17,1.0,0,273.9
1,14,12,Black,15.0,1.41,30.64,30.64,0.0,0.0,0.65,2.4,3.33,10.0,20.26,1035.14,0.93,0,324.9
22,29,11,WAV,7.5,1.41,40.39,34.47,0.0,0.0,0.58,9.23,14.5,9.929,26.8,1009.88,0.25,0,300.7
10,28,11,UberX,10.5,3.17,34.4,29.99,0.0,0.0,0.78,4.89,7.74,9.899,28.39,991.05,0.48,0,344.7
17,15,12,WAV,10.5,3.17,52.68,52.68,0.0,0.0,0.75,3.61,5.62,9.847000000000001,45.07,1020.72,0.54,1,299.7
4,14,12,UberXL,17.0,3.17,31.1,31.1,0.0,0.0,0.71,1.66,2.42,9.849,22.68,1034.9,1.0,0,310.1
0,29,11,UberPool,10.0,3.17,39.41,33.81,0.0,0.0,0.69,8.11,12.21,9.996,30.16,996.21,0.81,0,352.8
3,27,11,Black SUV,35.0,3.17,43.73,37.84,0.1088,1.0,0.89,11.14,16.89,4.503,40.83,1001.71,1.0,0,290.3
0,2,12,Black,23.5,3.17,35.68,35.68,0.0,0.0,0.81,1.83,2.53,9.857000000000001,30.32,1023.6,0.0,0,274.6
0,28,11,UberXL,10.5,0.56,39.13,34.07,0.0,0.0,0.73,7.03,10.51,10.0,31.05,991.99,0.12,0,315.1
18,15,12,UberX,7.0,0.56,53.51,53.51,0.0,0.0,0.67,2.92,4.3,9.503,42.99,1020.54,0.25,1,301.2
11,1,12,Black,16.0,0.56,32.31,28.18,0.0,0.0,0.79,4.24,4.75,9.85,26.59,1021.74,0.67,0,281.4
6,17,12,UberPool,7.5,0.56,39.19,32.57,0.0071,0.56,0.91,10.16,12.56,3.495,36.81,1005.65,1.0,0,330.5
22,14,12,Black SUV,26.0,0.56,41.94,40.08,0.0,0.0,0.71,3.45,3.97,9.544,33.19,1028.89,0.72,0,291.4
23,16,12,WAV,7.0,0.56,41.29,36.01,0.0567,0.94,0.86,8.3,8.3,4.053999999999999,37.56,1012.72,1.0,0,325.3
23,9,12,Black SUV,34.0,2.6,30.26,24.67,0.0,0.0,0.58,5.4,6.25,9.972000000000001,17.19,1022.19,0.0,0,304.1
14,18,12,UberX,13.0,2.6,26.47,14.77,0.0,0.0,0.46,14.36,25.17,10.0,8.68,1009.85,0.55,1,375.9
6,16,12,Black,24.0,2.6,40.36,35.52,0.0,0.0,0.69,7.08,8.47,10.0,30.94,1022.94,0.06,0,298.7
9,30,11,UberXL,18.5,2.6,30.04,27.07,0.0,0.0,0.85,3.02,3.02,9.888,26.11,1015.25,0.0,0,282.9
11,2,12,WAV,13.0,2.6,40.55,36.0,0.0813,1.0,0.91,6.66,6.66,4.7410000000000005,38.07,1018.17,1.0,0,273.9
20,29,11,UberPool,13.0,2.6,42.5,36.47,0.0,0.0,0.54,10.68,17.15,9.772,26.84,1008.44,0.35,0,307.4
1,27,11,Black SUV,25.0,1.5,43.61,37.38,0.1264,1.0,0.94,12.0,12.0,5.235,41.98,1004.51,1.0,0,291.7
2,29,11,UberPool,6.5,1.5,37.92,31.91,0.0,0.0,0.71,8.28,12.43,9.981,29.42,997.37,0.75,0,348.9
7,26,11,Black,15.0,1.5,42.02,42.02,0.0,0.0,0.91,2.01,2.01,6.397,39.47,1014.24,1.0,0,304.7
4,16,12,UberX,7.0,1.5,40.7,37.51,0.0,0.0,0.69,4.72,5.9,10.0,31.36,1024.5,0.0,0,296.0
5,1,12,UberXL,12.0,1.5,34.62,34.62,0.0,0.0,0.77,2.59,2.59,9.937000000000001,28.29,1018.67,0.83,0,289.6
15,18,12,WAV,7.0,1.5,27.41,16.07,0.0,0.0,0.46,14.11,24.43,10.0,9.37,1010.13,0.43,1,376.9
4,13,12,UberX,7.5,1.22,23.19,17.99,0.0,0.0,0.46,3.94,3.94,10.0,5.3,1027.36,0.0,0,328.2
5,29,11,UberXL,11.0,1.22,38.68,32.64,0.0,0.0,0.7,8.66,12.3,9.996,29.64,999.17,0.87,0,346.0
21,14,12,Black SUV,23.0,1.22,42.91,41.4,0.0,0.0,0.66,3.25,4.37,9.57,32.34,1029.1,0.73,0,290.2
4,27,11,WAV,7.5,1.22,43.38,37.06,0.1267,1.0,0.89,12.12,16.82,4.273,40.38,1000.86,1.0,0,289.5
7,2,12,Black,14.5,1.22,38.41,38.41,0.0,0.0,0.85,2.67,4.84,9.443999999999999,34.28,1020.69,1.0,0,269.4
21,13,12,UberPool,7.5,1.22,32.6,32.6,0.0,0.0,0.58,1.87,3.49,10.0,19.3,1034.39,0.71,0,328.9
7,18,12,UberX,9.5,2.3,31.71,22.64,0.0025,0.17,0.61,11.52,20.61,7.1129999999999995,19.98,1002.33,0.99,0,362.8
10,26,11,WAV,9.5,2.66,41.4,41.4,0.0,0.0,0.92,1.81,1.81,0.965,39.38,1015.41,1.0,0,298.3
19,2,12,Black SUV,27.0,2.66,49.88,49.22,0.0246,1.0,0.93,3.38,3.38,3.052,48.02,1004.33,1.0,0,282.5
13,28,11,UberX,9.5,2.66,35.98,31.03,0.0,0.0,0.7,5.92,5.92,9.843,27.26,991.62,0.44,0,348.0
10,13,12,Black,20.5,2.66,20.38,20.38,0.0,0.0,0.66,2.94,3.22,9.831,10.87,1031.51,0.03,0,327.3
9,15,12,UberPool,9.0,2.66,46.62,45.36,0.0,0.0,0.88,3.52,5.7,9.76,43.33,1021.3,0.93,0,295.6
15,30,11,UberXL,15.0,2.66,39.79,37.49,0.0,0.0,0.62,3.57,4.24,9.933,27.81,1017.0,0.05,2,270.5
6,1,12,UberX,11.5,2.2,34.59,32.16,0.0,0.0,0.78,3.07,3.07,9.945,28.47,1019.21,0.94,0,287.3
3,2,12,Black SUV,32.0,2.2,37.11,37.11,0.0,0.0,0.84,1.71,2.78,9.92,32.69,1023.35,0.81,0,273.2
14,17,12,UberPool,9.0,2.2,36.45,31.0,0.0005,0.09,0.88,6.79,8.73,9.037,33.32,1003.86,1.0,1,326.0
1,16,12,UberXL,17.0,2.2,42.19,39.27,0.0,0.0,0.7,4.7,7.09,9.922,33.03,1024.34,0.19,0,297.4
1,27,11,WAV,11.5,2.2,43.61,37.38,0.1264,1.0,0.94,12.0,12.0,5.235,41.98,1004.51,1.0,0,291.7
3,4,12,Black,22.0,2.2,45.16,41.0,0.0,0.0,0.6,7.73,12.02,10.0,32.06,1002.63,0.53,0,333.6
20,14,12,WAV,7.5,1.57,45.35,43.63,0.0,0.0,0.57,3.84,4.05,9.854,30.89,1029.37,0.34,0,289.1
15,28,11,Black,17.0,1.57,41.24,35.9,0.0,0.0,0.6,8.39,12.38,10.0,28.42,991.46,0.74,1,351.9
21,2,12,UberXL,12.5,1.57,52.1,52.1,0.002,0.46,0.95,4.31,4.34,3.8939999999999997,50.67,1003.15,1.0,0,282.7
22,1,12,UberPool,6.5,1.57,37.93,37.93,0.0,0.0,0.71,2.29,2.92,9.724,29.32,1023.38,0.43,0,271.2
21,17,12,Black SUV,27.5,1.57,40.47,35.92,0.0,0.0,0.71,6.64,7.91,9.77,31.95,999.95,0.76,0,354.4
13,27,11,UberX,7.5,1.57,44.94,42.13,0.006999999999999999,0.61,0.94,5.23,5.23,3.2310000000000003,43.32,988.09,1.0,0,322.8
12,3,12,UberPool,10.0,1.34,48.63,47.56,0.0,0.0,0.92,3.65,5.27,4.7669999999999995,46.37,1000.12,0.95,0,302.0
6,18,12,Black SUV,26.0,1.34,33.71,25.35,0.0017,0.11,0.65,11.05,20.2,5.86,23.09,1001.28,1.0,0,362.1
1,18,12,UberX,10.5,1.34,37.45,32.37,0.0,0.0,0.69,6.51,11.36,9.875,28.13,1001.16,0.6,0,370.6
20,26,11,Black,15.0,1.34,44.95,40.72,0.0021,0.11,0.86,7.78,7.78,8.677,41.07,1009.25,1.0,0,294.1
6,27,11,WAV,10.5,1.34,43.03,36.79,0.0674,1.0,0.93,11.62,12.67,2.642,41.15,996.34,1.0,0,286.9
6,18,12,UberXL,16.0,1.34,33.71,25.35,0.0017,0.11,0.65,11.05,20.2,5.86,23.09,1001.28,1.0,0,362.1
17,2,12,UberX,10.5,2.84,46.78,43.89,0.0342,1.0,0.96,5.89,8.48,2.03,45.59,1008.8,1.0,1,280.3
5,3,12,Black SUV,29.5,2.84,45.78,45.78,0.0,0.0,0.94,1.71,2.44,1.46,44.22,1001.35,1.0,0,289.6
0,10,12,WAV,10.5,2.84,29.68,24.24,0.0,0.0,0.58,5.12,5.37,10.0,16.64,1022.23,0.0,0,304.4
5,13,12,UberPool,8.0,2.84,20.07,14.02,0.0,0.0,0.56,4.21,4.21,9.725,6.89,1027.98,0.0,0,326.9
12,28,11,UberXL,17.0,2.84,36.53,32.06,0.0,0.0,0.71,5.42,6.95,9.974,28.14,991.36,0.54,0,347.5
10,3,12,Black,22.5,2.84,48.43,48.43,0.0,0.0,0.94,2.74,2.74,3.7289999999999996,46.7,999.67,1.0,0,296.7
12,29,11,UberX,11.0,1.04,38.35,32.5,0.0,0.0,0.64,8.14,11.55,9.96,27.39,1004.9,0.29,0,341.8
3,3,12,UberPool,8.5,1.04,48.12,48.12,0.002,0.1,0.95,2.56,2.56,4.73,46.76,1002.35,1.0,0,287.8
11,13,12,UberXL,13.5,1.04,20.42,15.44,0.0,0.0,0.64,3.48,3.48,9.917,10.29,1032.12,0.37,0,328.9
12,15,12,Black,17.0,1.04,47.21,46.04,0.0049,0.18,0.88,3.52,6.51,8.138,43.8,1022.33,1.0,0,297.1
4,2,12,Black SUV,27.0,1.04,36.95,36.95,0.0,0.0,0.86,1.63,2.32,9.889,33.17,1022.74,0.8,0,271.7
6,18,12,WAV,11.0,1.04,33.71,25.35,0.0017,0.11,0.65,11.05,20.2,5.86,23.09,1001.28,1.0,0,362.1
9,17,12,Black,20.5,2.46,35.84,29.23,0.0092,0.74,0.94,8.52,10.39,3.6060000000000003,34.25,1004.71,1.0,0,329.7
2,29,11,UberX,11.0,2.46,37.92,31.91,0.0,0.0,0.71,8.28,12.43,9.981,29.42,997.37,0.75,0,348.9
7,29,11,Black SUV,33.5,2.46,38.8,32.47,0.0,0.0,0.68,9.3,13.82,9.98,29.29,1000.3,0.79,0,344.1
23,2,12,UberPool,8.5,2.46,48.83,48.83,0.0,0.0,0.96,2.83,2.98,7.79,47.81,1002.81,1.0,0,287.3
17,17,12,WAV,11.0,2.46,37.71,31.92,0.0,0.0,0.9,7.78,7.78,7.44,34.94,1001.22,1.0,1,328.6
2,30,11,UberXL,17.5,2.46,37.11,31.86,0.0,0.0,0.67,6.68,8.53,9.969,27.27,1011.84,0.03,0,296.9
8,2,12,Black SUV,26.0,1.49,38.95,36.97,0.0094,0.66,0.88,3.18,4.16,6.572,35.8,1020.0,1.0,0,270.1
13,27,11,UberXL,15.5,1.49,44.94,42.13,0.006999999999999999,0.61,0.94,5.23,5.23,3.2310000000000003,43.32,988.09,1.0,0,322.8
7,2,12,UberX,9.5,1.49,38.41,38.41,0.0,0.0,0.85,2.67,4.84,9.443999999999999,34.28,1020.69,1.0,0,269.4
18,28,11,Black,18.0,1.49,40.92,35.13,0.0,0.0,0.64,9.21,15.03,10.0,29.57,991.21,1.0,1,353.1
21,29,11,UberPool,8.5,1.49,41.97,36.09,0.0,0.0,0.55,10.0,15.17,9.783999999999999,26.82,1008.97,0.31,0,305.7
21,29,11,WAV,9.5,1.49,41.97,36.09,0.0,0.0,0.55,10.0,15.17,9.783999999999999,26.82,1008.97,0.31,0,305.7
2,2,12,UberXL,34.0,4.48,36.5,36.5,0.0,0.0,0.82,1.92,2.38,9.689,31.68,1023.33,0.46,0,274.1
1,29,11,Black SUV,40.5,4.48,38.42,32.45,0.0,0.0,0.72,8.41,11.54,9.915,30.3,996.92,0.77,0,349.9
9,13,12,Black,29.5,4.48,20.23,15.44,0.0,0.0,0.66,3.34,3.34,9.706,10.79,1030.65,0.08,0,327.1
13,29,11,UberX,19.5,4.48,40.29,34.72,0.0,0.0,0.6,8.44,12.52,9.997,27.46,1005.85,0.12,0,335.5
8,3,12,WAV,19.5,4.48,45.69,45.69,0.0,0.0,0.95,1.05,1.05,0.7170000000000001,44.36,1000.79,1.0,0,294.4
14,1,12,UberPool,19.0,4.48,36.99,32.27,0.0,0.0,0.68,5.87,6.26,9.91,27.53,1022.32,0.44,1,280.1
10,2,12,Black,18.5,2.61,38.92,36.06,0.0462,1.0,0.93,4.0,4.75,4.183,36.99,1019.14,1.0,0,272.5
1,29,11,Black SUV,29.5,2.61,38.42,32.45,0.0,0.0,0.72,8.41,11.54,9.915,30.3,996.92,0.77,0,349.9
0,29,11,UberX,12.5,2.61,39.41,33.81,0.0,0.0,0.69,8.11,12.21,9.996,30.16,996.21,0.81,0,352.8
22,16,12,UberPool,,2.61,42.38,37.47,0.0016,0.47,0.77,8.02,9.4,7.742000000000001,35.83,1013.45,0.96,0,322.8
19,17,12,UberXL,20.5,2.61,40.78,36.05,0.0,0.0,0.69,7.06,9.44,9.972999999999999,31.55,999.84,0.89,0,344.9
1,3,12,WAV,12.5,2.61,47.93,47.93,0.0,0.0,0.95,2.7,3.62,4.315,46.66,1002.81,1.0,0,288.1
11,16,12,UberPool,7.5,1.3,40.13,35.97,0.0,0.0,0.74,5.91,7.75,10.0,32.51,1022.73,1.0,0,315.7
16,28,11,UberXL,11.5,1.3,41.16,35.84,0.0,0.0,0.61,8.33,12.76,10.0,28.91,991.41,0.81,1,352.0
17,29,11,WAV,7.5,1.3,43.91,38.03,0.0,0.0,0.5,11.24,22.48,9.972999999999999,26.27,1006.58,0.31,1,314.0
14,28,11,Black SUV,27.5,1.3,39.02,34.01,0.0,0.0,0.65,6.91,9.33,9.908,28.08,991.71,0.37,1,350.4
1,29,11,Black,15.0,1.3,38.42,32.45,0.0,0.0,0.72,8.41,11.54,9.915,30.3,996.92,0.77,0,349.9
9,18,12,UberX,7.5,1.3,26.21,14.47,0.0,0.0,0.51,14.3,27.25,9.392999999999999,10.7,1005.11,0.95,0,365.4
3,14,12,UberX,9.5,2.62,31.57,31.57,0.0,0.0,0.69,1.35,2.01,10.0,22.45,1035.0,1.0,0,316.3
16,3,12,WAV,9.5,2.62,57.22,57.22,0.0,0.0,0.69,7.85,10.25,10.0,47.14,999.27,0.2,2,300.6
10,28,11,UberXL,16.0,2.62,34.4,29.99,0.0,0.0,0.78,4.89,7.74,9.899,28.39,991.05,0.48,0,344.7
4,27,11,Black,20.5,2.62,43.38,37.06,0.1267,1.0,0.89,12.12,16.82,4.273,40.38,1000.86,1.0,0,289.5
9,26,11,UberPool,9.5,2.62,41.6,41.6,0.0,0.0,0.91,2.28,2.28,2.266,39.21,1014.74,1.0,0,300.7
18,18,12,Black SUV,27.5,2.62,30.8,20.78,0.0,0.0,0.41,13.14,22.28,9.974,9.69,1010.58,0.0,1,376.6
17,13,12,WAV,9.5,2.62,31.24,31.24,0.0,0.0,0.54,2.5,3.2,9.946,16.42,1033.89,0.69,1,327.2
18,28,11,UberPool,10.0,2.62,40.92,35.13,0.0,0.0,0.64,9.21,15.03,10.0,29.57,991.21,1.0,1,353.1
9,27,11,Black SUV,32.0,2.62,44.88,40.15,0.0786,1.0,0.93,8.86,15.23,3.522,43.03,991.89,1.0,0,291.2
11,28,11,Black,23.5,2.62,35.54,30.98,0.0,0.0,0.73,5.31,7.2,9.933,27.87,991.07,0.76,0,345.8
5,15,12,UberXL,15.5,2.62,45.18,42.3,0.0,0.0,0.93,5.38,8.31,8.432,43.18,1022.76,1.0,0,298.0
8,17,12,UberX,9.5,2.62,37.83,30.56,0.0216,1.0,0.91,10.88,10.88,3.139,35.31,1004.44,1.0,0,332.2
11,18,12,UberX,7.5,1.3,24.71,12.26,0.0,0.0,0.51,15.0,24.98,9.901,9.22,1006.6,0.77,0,369.6
18,1,12,UberXL,12.0,1.3,43.64,43.64,0.0,0.0,0.54,2.73,3.36,9.88,27.9,1022.86,0.3,1,274.8
10,28,11,UberPool,7.0,1.3,34.4,29.99,0.0,0.0,0.78,4.89,7.74,9.899,28.39,991.05,0.48,0,344.7
21,27,11,Black,16.0,1.3,42.23,36.87,0.0,0.0,0.7,8.92,10.36,9.961,33.05,991.47,0.77,0,308.9
1,27,11,Black SUV,26.0,1.3,43.61,37.38,0.1264,1.0,0.94,12.0,12.0,5.235,41.98,1004.51,1.0,0,291.7
5,14,12,WAV,,1.3,30.87,30.87,0.0,0.0,0.7,1.95,3.73,9.806000000000001,22.14,1034.88,0.93,0,305.5
15,30,11,UberX,8.5,2.17,39.79,37.49,0.0,0.0,0.62,3.57,4.24,9.933,27.81,1017.0,0.05,2,270.5
22,1,12,WAV,11.5,2.46,37.93,37.93,0.0,0.0,0.71,2.29,2.92,9.724,29.32,1023.38,0.43,0,271.2
16,3,12,Black,18.5,2.46,57.22,57.22,0.0,0.0,0.69,7.85,10.25,10.0,47.14,999.27,0.2,2,300.6
17,16,12,UberXL,20.5,2.46,42.81,38.23,0.002,0.29,0.75,7.54,8.94,9.956,35.26,1016.68,1.0,1,323.7
22,2,12,Black SUV,34.0,2.36,49.5,49.5,0.0002,0.03,0.92,2.85,4.37,6.105,47.28,1002.91,1.0,0,284.9
14,28,11,UberX,10.5,2.36,39.02,34.01,0.0,0.0,0.65,6.91,9.33,9.908,28.08,991.71,0.37,1,350.4
15,27,11,Black,22.5,2.36,40.49,34.08,0.0003,0.15,0.89,10.42,14.77,5.011,37.5,989.46,1.0,1,335.7
15,14,12,WAV,10.5,2.36,40.9,39.04,0.0,0.0,0.64,3.31,4.16,9.876,29.83,1033.33,0.0,1,290.3
9,30,11,UberPool,11.0,2.36,30.04,27.07,0.0,0.0,0.85,3.02,3.02,9.888,26.11,1015.25,0.0,0,282.9
20,27,11,UberXL,17.0,2.36,43.02,37.56,0.0,0.0,0.69,9.55,11.74,10.0,33.71,991.0,0.82,0,311.4
7,14,12,UberX,9.5,2.17,29.22,29.22,0.0,0.0,0.74,1.03,2.33,9.706,22.12,1035.42,1.0,0,298.1
21,16,12,UberPool,9.0,2.17,42.84,37.91,0.0,0.0,0.72,8.28,10.42,9.857999999999999,34.27,1014.2,0.92,0,322.1
10,15,12,Black,19.5,2.17,46.59,45.5,0.0,0.0,0.88,3.33,5.34,9.627,43.25,1021.21,0.89,0,295.4
2,30,11,UberXL,15.0,2.17,37.11,31.86,0.0,0.0,0.67,6.68,8.53,9.969,27.27,1011.84,0.03,0,296.9
14,26,11,WAV,9.5,2.17,43.51,43.51,0.0053,0.57,0.93,2.73,2.73,6.121,41.5,1015.08,1.0,1,295.5
23,30,11,Black SUV,28.0,2.17,38.62,35.98,0.0,0.0,0.66,3.75,3.75,10.0,28.26,1017.33,1.0,0,285.6
12,15,12,UberX,8.5,2.21,47.21,46.04,0.0049,0.18,0.88,3.52,6.51,8.138,43.8,1022.33,1.0,0,297.1
2,4,12,Black SUV,28.0,2.21,45.12,40.99,0.0,0.0,0.63,7.64,9.95,9.945,33.14,1002.57,0.48,0,329.7
13,26,11,WAV,8.5,2.21,41.43,39.55,0.0006,0.09,0.92,3.4,3.49,3.0580000000000003,39.3,1014.88,1.0,0,297.8
18,2,12,UberPool,8.5,2.21,48.23,46.21,0.0341,1.0,0.92,4.88,7.48,1.588,46.13,1006.41,,1,282.8
4,14,12,Black,18.5,2.21,31.1,31.1,0.0,0.0,0.71,1.66,2.42,9.849,22.68,1034.9,1.0,0,310.1
22,29,11,UberXL,14.0,2.21,40.39,34.47,0.0,0.0,0.58,9.23,14.5,9.929,26.8,1009.88,0.25,0,300.7
8,15,12,UberXL,17.5,3.39,46.81,44.67,0.0,0.0,0.89,4.71,7.85,10.0,43.87,1021.94,0.89,0,296.8
23,29,11,UberPool,9.0,3.39,40.29,34.73,0.0,0.0,0.59,8.43,13.46,9.936,27.29,1010.12,0.22,0,300.1
12,13,12,Black SUV,33.0,3.39,20.01,15.11,0.0,0.0,0.65,3.39,3.39,9.968,9.98,1032.46,0.41,0,329.2
3,29,11,WAV,10.5,3.39,37.44,30.88,0.0,0.0,0.7,9.14,9.14,10.0,28.61,998.36,0.44,0,347.7
21,16,12,Black,24.0,3.39,42.84,37.91,0.0,0.0,0.72,8.28,10.42,9.857999999999999,34.27,1014.2,0.92,0,322.1
0,2,12,UberX,10.5,3.39,35.68,35.68,0.0,0.0,0.81,1.83,2.53,9.857000000000001,30.32,1023.6,0.0,0,274.6
9,2,12,Black SUV,30.5,2.29,38.54,36.11,0.0308,1.0,0.93,3.53,3.98,4.421,36.81,1019.41,1.0,0,271.2
16,28,11,Black,19.5,2.29,41.16,35.84,0.0,0.0,0.61,8.33,12.76,10.0,28.91,991.41,0.81,1,352.0
14,3,12,UberX,9.5,2.29,52.45,52.45,0.0,0.0,0.87,4.95,4.95,10.0,48.63,999.97,0.81,1,301.0
20,1,12,WAV,9.5,2.29,43.14,43.14,0.0,0.0,0.55,1.93,3.7,9.661,27.88,1022.92,0.53,0,273.3
8,2,12,UberXL,15.0,2.29,38.95,36.97,0.0094,0.66,0.88,3.18,4.16,6.572,35.8,1020.0,1.0,0,270.1
17,2,12,UberPool,,2.29,46.78,43.89,0.0342,1.0,0.96,5.89,8.48,2.03,45.59,1008.8,1.0,1,280.3
10,30,11,Black SUV,36.0,3.37,29.68,26.66,0.0,0.0,0.85,3.03,3.03,9.882,25.64,1015.68,0.0,0,281.4
2,3,12,UberPool,9.5,3.37,46.78,46.78,0.0,0.0,0.96,2.99,2.99,3.036,45.78,1002.75,1.0,0,288.3
7,17,12,UberX,9.5,3.37,38.41,31.98,0.0089,0.85,0.91,9.33,11.58,3.1830000000000003,36.14,1005.18,1.0,0,331.1
22,29,11,WAV,9.5,3.37,40.39,34.47,0.0,0.0,0.58,9.23,14.5,9.929,26.8,1009.88,0.25,0,300.7
4,29,11,UberXL,17.5,3.37,38.18,32.09,0.0,0.0,0.7,8.52,9.67,10.0,29.13,998.75,0.59,0,346.7
13,14,12,Black,27.0,3.37,30.58,30.58,0.0,0.0,0.8,2.2,4.28,9.892000000000001,25.09,1034.26,0.03,0,291.2
